Map_Seed,Overlap_Factor,Algorithm,Drone_ID,Final_State,Speed_m_s,Jerk_m2_s5,Miss_Distance_m,Flight_Time_s,Coverage_pct
33,0.3,Normal,Drone 0,Success,1.3268,1479.5391,4.0037,28.7,99.56
33,0.3,Normal,Drone 1,Success,1.2852,1350.1444,4.0034,25.15,99.56
33,0.3,Normal,Drone 2,Success,1.5508,2901.3618,3.9694,45.0,99.56
33,0.3,Normal,Drone 3,Success,1.4398,1898.5596,3.6907,34.8,99.56
33,0.3,Normal,Drone 4,Success,1.3173,2142.9367,3.8336,42.2,99.56
33,0.3,Early,Drone 0,Success,2.0224,1398.2132,4.0126,24.2,99.43
33,0.3,Early,Drone 1,Success,2.102,1303.7398,4.0133,21.5,99.43
33,0.3,Early,Drone 2,Success,2.277,2817.7385,3.977,37.95,99.43
33,0.3,Early,Drone 3,Success,2.2092,1796.9884,3.6538,29.4,99.43
33,0.3,Early,Drone 4,Success,1.9107,2083.0945,3.8427,36.3,99.43
41,0.3,Normal,Drone 0,Success,1.2291,1830.4988,4.0053,33.6,99.84
41,0.3,Normal,Drone 1,Success,1.2802,2073.3231,4.0034,36.55,99.84
41,0.3,Normal,Drone 2,Success,1.239,2398.0703,3.9395,42.8,99.84
41,0.3,Normal,Drone 3,Success,1.1897,1514.5156,3.573,26.7,99.84
41,0.3,Normal,Drone 4,Success,1.4742,2385.1349,3.9113,39.8,99.84
41,0.3,Early,Drone 0,Success,1.8388,1725.3505,4.016,29.25,99.75
41,0.3,Early,Drone 1,Success,1.8953,2038.8859,4.0125,31.0,99.75
41,0.3,Early,Drone 2,Success,1.8358,2480.3186,3.9533,36.45,99.75
41,0.3,Early,Drone 3,Success,1.6765,1558.5493,3.5837,22.45,99.75
41,0.3,Early,Drone 4,Success,2.1533,2459.6867,3.9211,33.95,99.75
69,0.3,Normal,Drone 0,Success,1.5678,1791.8456,3.9354,32.7,99.28
69,0.3,Normal,Drone 1,Success,1.3471,2296.5963,3.8118,39.7,99.28
69,0.3,Normal,Drone 2,Success,1.0153,1629.1997,4.0061,33.9,99.28
69,0.3,Normal,Drone 3,Success,1.4579,2327.2666,3.9222,43.75,99.28
69,0.3,Normal,Drone 4,Success,1.286,2202.8561,3.6912,36.65,99.28
69,0.3,Early,Drone 0,Success,2.2398,1738.3731,3.9427,27.25,99.25
69,0.3,Early,Drone 1,Success,1.9586,2201.2105,3.8167,34.15,99.25
69,0.3,Early,Drone 2,Success,1.6003,1745.3912,4.0224,29.25,99.25
69,0.3,Early,Drone 3,Success,2.1125,2292.7621,3.9305,37.65,99.25
69,0.3,Early,Drone 4,Success,1.8957,2205.5605,3.6975,31.9,99.25
55,0.3,Normal,Drone 0,Success,1.0726,1612.0152,4.0043,33.25,98.86
55,0.3,Normal,Drone 1,Success,1.3753,1713.84,3.99,30.5,98.86
55,0.3,Normal,Drone 2,Success,1.3647,2573.7883,3.7816,41.8,98.86
55,0.3,Normal,Drone 3,Success,1.1728,1819.8368,3.8319,37.6,98.86
55,0.3,Normal,Drone 4,Success,1.5432,2245.5648,3.7684,34.45,98.86
55,0.3,Early,Drone 0,Success,1.6816,1661.2837,4.0144,29.4,98.63
55,0.3,Early,Drone 1,Success,2.0136,1686.449,3.9992,25.55,98.63
55,0.3,Early,Drone 2,Success,2.071,2476.8593,3.7922,34.45,98.63
55,0.3,Early,Drone 3,Success,1.6431,1752.3986,3.8438,32.75,98.63
55,0.3,Early,Drone 4,Success,2.205,2180.3802,3.7729,28.75,98.63
99,0.3,Normal,Drone 0,Success,1.3584,1938.7713,3.8101,33.55,98.84
99,0.3,Normal,Drone 1,Success,1.4638,1564.8199,3.9971,26.6,98.84
99,0.3,Normal,Drone 2,Success,1.2697,2415.9725,3.8472,43.25,98.84
99,0.3,Normal,Drone 3,Success,1.4751,1515.5726,3.726,25.65,98.84
99,0.3,Normal,Drone 4,Success,1.3694,2479.3564,3.9994,41.55,98.84
99,0.3,Early,Drone 0,Success,1.9781,2008.0709,3.8197,27.7,98.44
99,0.3,Early,Drone 1,Success,2.1322,1589.6609,4.0049,22.15,98.44
99,0.3,Early,Drone 2,Success,1.8701,2366.3193,3.8587,36.65,98.44
99,0.3,Early,Drone 3,Success,2.0763,1447.248,3.7334,22.0,98.44
99,0.3,Early,Drone 4,Success,2.039,2552.7376,4.0087,35.65,98.44
1,0.3,Normal,Drone 0,Success,1.0304,2119.5387,4.0077,38.6,99.39
1,0.3,Normal,Drone 1,Success,1.1911,1678.5759,4.0048,34.15,99.39
1,0.3,Normal,Drone 2,Success,1.2455,2102.7719,3.9913,40.55,99.39
1,0.3,Normal,Drone 3,Success,1.1292,1641.0876,3.6395,30.3,99.39
1,0.3,Normal,Drone 4,Success,1.6173,2220.4371,3.9006,35.2,99.39
1,0.3,Early,Drone 0,Success,1.6451,2044.8853,4.0208,33.3,99.2
1,0.3,Early,Drone 1,Success,1.785,1620.9466,4.014,29.3,99.2
1,0.3,Early,Drone 2,Success,1.7526,2130.0444,4.0033,35.1,99.2
1,0.3,Early,Drone 3,Success,1.7038,1578.3125,3.6419,25.15,99.2
1,0.3,Early,Drone 4,Success,2.374,2327.171,3.9076,28.75,99.2
7,0.3,Normal,Drone 0,Success,1.1122,2140.7585,4.0059,36.95,98.81
7,0.3,Normal,Drone 1,Success,1.556,1524.3352,3.6958,26.4,98.81
7,0.3,Normal,Drone 2,Success,1.481,1843.2994,3.974,34.75,98.81
7,0.3,Normal,Drone 3,Success,1.1246,1685.6214,4.0043,31.2,98.81
7,0.3,Normal,Drone 4,Success,1.2382,3095.5673,3.7954,48.5,98.81
7,0.3,Early,Drone 0,Success,1.9958,2182.2311,4.0172,31.5,98.66
7,0.3,Early,Drone 1,Success,2.2888,1472.3971,3.6998,21.95,98.66
7,0.3,Early,Drone 2,Success,1.9698,1944.5343,3.9845,29.7,98.66
7,0.3,Early,Drone 3,Success,1.7769,1718.7237,4.0152,27.15,98.66
7,0.3,Early,Drone 4,Success,1.877,3085.0188,3.8064,40.85,98.66
77,0.3,Normal,Drone 0,Success,1.4614,2190.5077,3.9109,37.45,99.22
77,0.3,Normal,Drone 1,Success,1.1758,1815.8249,3.9669,39.2,99.22
77,0.3,Normal,Drone 2,Success,1.5026,1732.8565,3.6813,28.35,99.22
77,0.3,Normal,Drone 3,Success,1.5111,2139.2354,3.9683,39.2,99.22
77,0.3,Normal,Drone 4,Success,1.7789,2024.7772,3.9931,35.4,99.22
77,0.3,Early,Drone 0,Success,2.0639,2184.1015,3.9221,31.95,99.01
